2.5966,2.8715,1.1683,1.1999,1.1535,2.8676,-15.3898,-1.0329,0.0,-0.0,0.0,0.0,4.0,-1.0
2.5966,2.8715,1.1683,1.1999,1.1535,2.8676,170.4949,-1.6823,0.0,-0.0,0.0,0.0,4.0,-1.0
2.5203,2.8545,1.1931,1.1881,-0.0336,2.8014,326.8783,8.6116,0.0821,-0.0,0.0821,0.0,2.0,-1.0
1.2337,2.4197,2.7458,2.7182,1.1713,-0.035,548.7238,7.4488,0.1908,-0.0,0.1908,0.0,4.0,-1.0
1.2998,2.2872,2.6012,2.6165,1.1467,-0.0369,699.304,20.922,0.3355,-0.0,0.3355,0.0,5.0,-1.0
1.3815,2.1508,2.4507,2.5221,1.1179,-0.0392,735.0149,31.989,0.4861,-0.0,0.4861,0.0,5.0,-1.0
1.445,1.9979,2.3014,2.421,1.1023,-0.0587,784.7121,16.5448,0.6375,-0.0389,0.6584,0.0,0.0,-1.0
2.1268,1.5312,1.8132,-0.0897,2.3088,1.0849,804.4175,18.2345,0.8167,-0.0944,0.8462,0.0,4.0,-1.0
1.9765,1.6219,1.6544,-0.1196,2.2233,1.0652,805.44,17.9768,0.9726,-0.1399,1.0086,0.0,4.0,-1.0
1.5339,1.6992,1.8625,1.0467,2.1649,-0.1452,758.5739,17.8762,1.092,-0.1736,1.1327,0.0,7.0,-1.0
1.4441,1.7654,1.7746,1.0271,2.126,-0.1642,501.5509,30.8629,1.1842,-0.1942,1.2272,0.0,2.0,-1.0
1.3043,1.6559,1.8519,1.0105,-0.2093,2.064,582.5353,43.6644,1.3152,-0.248,1.369,0.0,2.0,-1.0
1.1558,1.5537,1.9285,1.0118,-0.2765,1.9966,718.7536,42.002,1.4402,-0.3282,1.5179,0.0,4.0,-1.0
1.0203,1.4721,2.0006,1.0191,-0.3483,1.938,774.8934,51.8516,1.5512,-0.4064,1.6536,0.0,2.0,-1.0
0.8654,1.4039,2.0778,1.0507,-0.4472,1.8706,803.8936,50.8477,1.6691,-0.5111,1.8116,0.0,1.0,-1.0
0.7065,1.354,2.0184,1.1059,-0.561,2.9621,807.2183,64.2489,1.7885,-0.6244,1.9764,0.0,2.0,-10.0
1.3474,1.9239,0.5782,-0.6691,2.9056,1.2151,733.2524,49.2834,1.8781,-0.7398,2.1229,0.0,6.0,-10.0
1.0143,2.699,2.9291,2.9794,1.2631,1.2182,-158.9179,-1.3135,-0.1522,-0.1238,2.3806,0.0,0.0,-1.0
1.0091,2.6921,2.9367,2.9732,1.2647,1.2172,5.3651,7.7994,-0.1469,-0.1299,2.3834,0.0,8.0,-1.0
1.0155,2.6576,2.9189,2.9381,1.2607,0.5554,173.0689,-6.5409,-0.1108,-0.1302,2.4196,0.0,0.0,-1.0
1.0509,2.5548,2.8688,2.8361,1.2446,0.5211,464.2234,-17.5337,0.0,-0.1224,2.5306,0.0,3.0,-1.0
1.1112,2.4563,2.8293,2.7457,1.2211,-0.0691,635.0248,-29.477,0.1124,-0.0995,2.6503,0.0,3.0,-1.0
1.2336,2.3217,2.6599,2.6385,1.174,-0.0526,717.2064,-43.2835,0.2787,-0.0439,2.8258,0.0,0.0,-1.0
1.3695,2.2347,2.5252,2.5824,1.1181,-0.0237,768.0107,-27.5404,0.4104,0.0362,2.9983,0.0,2.0,-1.0
1.4869,2.1693,2.4152,2.5447,1.0675,1.567,787.6172,-27.4358,0.5197,0.1051,3.1276,0.0,1.0,-1.0
1.6327,2.0945,2.2812,2.5042,1.0018,1.5307,798.9708,-29.9546,0.6556,0.1874,3.2865,0.0,1.0,-1.0
2.045,1.7709,2.1686,0.9361,2.479,1.4898,712.6769,-16.9524,0.7734,0.2714,3.4314,0.0,8.0,-1.0
2.0125,1.8545,2.0969,0.8951,2.4618,1.465,470.6079,-31.7219,0.8497,0.3175,3.521,0.0,0.0,-1.0
1.9813,1.9676,2.0086,0.8382,2.4446,1.4269,557.921,-30.4377,0.9471,0.384,3.6391,0.0,4.0,-1.0
1.9535,2.1101,1.9041,0.7647,2.4265,1.3739,702.6813,-43.9154,1.0676,0.4684,3.7863,0.0,0.0,-1.0
2.2603,1.9446,1.8087,2.4138,0.6865,1.3097,768.9178,-55.1992,1.1875,0.563,3.9391,0.0,3.0,-1.0
1.7464,1.9688,2.3735,1.2375,0.6147,-0.589,705.7108,-53.582,1.2847,0.6673,4.0819,0.0,7.0,-1.0
1.7233,1.9991,2.2916,1.1888,0.5732,-0.5756,462.8693,-40.2385,1.3359,0.7384,4.1697,0.0,2.0,-1.0
1.6744,2.0339,2.1556,1.1119,0.5062,-0.5617,597.4038,-56.3612,1.4338,0.8377,4.3096,0.0,3.0,-1.0
1.6496,2.0463,2.0765,1.0445,-0.5452,0.4544,668.491,-47.4397,1.5086,0.9246,4.4247,0.0,8.0,-1.0
1.6376,1.9597,2.0511,0.9889,-0.5294,1.5507,493.624,-45.8402,1.5669,0.996,4.5171,0.0,1.0,-1.0
1.6274,1.846,1.962,0.915,-0.5077,1.5099,577.8313,-32.5593,1.6451,1.0883,4.6381,0.0,5.0,-1.0
1.6101,1.7034,1.8715,0.8246,-0.4867,1.4491,714.0923,-33.597,1.7527,1.189,4.7858,0.0,4.0,-1.0
1.5993,1.5645,1.797,0.736,-0.4671,1.3829,711.4749,-32.8697,1.8614,1.2813,4.9284,0.0,7.0,-1.0
1.5982,1.4763,1.7546,0.6792,-0.4531,1.3377,481.2665,-46.0623,1.9309,1.3395,5.0191,0.0,0.0,-1.0
1.6201,1.3641,1.6902,0.6052,-0.4209,1.2781,578.4507,-44.6018,2.0132,1.4284,5.1405,0.0,4.0,-1.0
1.2332,1.6103,1.6689,-0.3656,1.2017,0.5194,724.9239,-31.5791,2.1066,1.5448,5.2898,0.0,5.0,-1.0
1.1088,1.5457,1.7243,-0.3022,1.1195,0.4405,673.6602,-19.3879,2.1998,1.6557,5.4346,0.0,8.0,-1.0
1.0458,1.5088,1.7651,-0.2557,1.0727,0.4007,326.4361,-6.6281,2.2465,1.7213,5.5151,0.0,5.0,-1.0
1.0162,1.4891,1.7888,-0.2281,1.0486,0.3819,136.5505,3.5789,2.2683,1.756,5.5562,0.0,5.0,-1.0
0.9953,1.4826,1.799,-0.2146,1.0324,0.3692,78.3091,2.0569,2.2858,1.7738,5.5813,0.0,7.0,-1.0
0.9772,1.4789,1.8063,-0.2042,1.0186,0.3583,68.7502,15.3627,2.3014,1.7876,5.6022,0.0,5.0,-1.0
0.9597,1.4781,1.811,-0.1966,1.0058,0.3482,63.9926,13.9648,2.317,1.7983,5.6213,0.0,7.0,-1.0
0.9418,1.4797,1.8137,-0.1909,0.9932,0.338,68.4552,14.1563,2.3336,1.8071,5.6401,0.0,4.0,-1.0
0.9145,1.4921,1.8078,-0.1931,0.9768,0.3232,129.2366,0.8942,2.3608,1.8102,5.6679,0.0,0.0,-1.0
0.8236,1.548,1.7783,-0.2175,0.9276,0.2738,430.9565,2.2945,2.4541,1.8081,5.7613,0.0,4.0,-1.0
0.6965,1.6326,1.7444,-0.2625,0.8641,0.2016,651.2626,-10.4162,2.5856,1.8051,5.8929,0.0,0.0,-10.0
2.5966,2.8715,1.1683,1.1999,1.1535,2.8676,-43.7619,4.84,0.0,-0.0,9.7742,0.0,2.0,-1.0
2.5966,2.8715,1.1683,1.1999,1.1535,2.8676,221.0837,-4.8358,0.0,-0.0,9.7742,0.0,0.0,-1.0
1.2119,2.4709,2.8012,2.7599,1.18,-0.0343,544.2461,10.2802,0.1354,-0.0,9.9096,0.0,5.0,-1.0
1.2705,2.3427,2.6619,2.6579,1.1574,-0.0361,699.8553,9.2437,0.2748,-0.0,10.0489,0.0,1.0,-1.0
1.3073,2.2024,2.5274,2.5517,1.1485,-0.0532,686.9409,-3.7321,0.4112,-0.0384,10.2017,0.0,6.0,-1.0
1.3528,2.1407,2.4564,2.5108,1.1323,-0.0522,386.0901,10.3283,0.4819,-0.0322,10.2734,0.0,8.0,-1.0
1.4018,2.1199,2.4163,2.502,1.1108,-0.0397,154.3521,-5.946,0.5206,-0.0,10.3374,0.0,6.0,-1.0
1.4095,2.1084,2.4035,2.4947,1.1081,-0.04,74.4114,3.1665,0.5334,-0.0,10.3502,0.0,5.0,-1.0
1.4219,2.09,2.3829,2.4832,1.1037,-0.0403,99.5442,-8.2554,0.554,-0.0,10.3708,0.0,0.0,-1.0
1.4774,2.0119,2.2951,2.4361,1.084,-0.0418,406.7616,7.6878,0.6419,-0.0,10.4587,0.0,2.0,-1.0
1.5529,1.9129,2.1823,2.3808,1.0564,-0.044,530.725,19.2963,0.7547,-0.0,10.5715,0.0,8.0,-1.0
1.644,1.8745,2.1045,2.3694,1.0118,-0.0204,338.7221,31.0185,0.8309,0.053,10.6746,0.0,2.0,-1.0
1.7103,1.7763,1.9977,2.3184,0.9869,-0.029,480.9666,30.0231,0.9381,0.0381,10.7835,0.0,4.0,-1.0
1.884,1.7721,1.6594,-0.051,2.2584,0.9678,544.3777,44.045,1.0534,-0.0,10.9177,0.0,8.0,-1.0
1.8156,1.8256,1.6034,-0.0529,2.2346,0.9435,294.1361,55.794,1.1219,-0.0,10.9863,0.0,8.0,-1.0
1.7676,1.8637,1.5648,-0.0543,2.2187,0.9255,208.7127,40.1713,1.17,-0.0,11.0343,0.0,0.0,-1.0
1.687,1.4601,1.8976,-0.0931,0.9236,2.166,449.9829,42.2395,1.2552,-0.0608,11.148,0.0,4.0,-1.0
1.5935,1.3408,1.949,-0.1388,0.9158,2.1097,575.0345,42.842,1.3567,-0.1244,11.2679,0.0,7.0,-1.0
1.5338,1.2741,1.9917,-0.1614,0.9013,2.0819,348.1198,56.0529,1.4211,-0.1504,11.3377,0.0,5.0,-1.0
1.4961,1.2296,2.0189,-0.1785,0.8926,2.0635,197.1702,67.3995,1.4626,-0.1697,11.3843,0.0,2.0,-1.0
1.1397,1.4592,2.0322,0.9154,-0.2369,2.0177,430.5323,66.0044,1.5165,-0.2465,11.4785,0.0,4.0,-1.0
1.0332,1.4342,2.0406,0.9626,-0.3168,1.9598,552.6722,66.7931,1.5721,-0.3508,11.5967,0.0,7.0,-1.0
0.9756,1.4168,2.0558,0.9835,-0.3581,1.9308,343.4253,80.307,1.608,-0.4005,11.6582,0.0,5.0,-1.0
0.9419,1.4092,2.0641,0.9988,-0.3835,1.9134,143.2187,78.5565,1.6281,-0.4313,11.695,0.0,7.0,-1.0
0.9215,1.405,2.0695,1.0087,-0.3992,1.9029,115.6211,88.218,1.6404,-0.4501,11.7175,0.0,2.0,-1.0
0.8712,1.4244,2.0586,1.0749,-0.4524,1.8656,355.7533,101.5636,1.6538,-0.5266,11.7954,0.0,2.0,-1.0
0.8114,1.4967,1.9469,1.2386,-0.5424,3.0259,635.9343,100.6334,1.653,-0.6765,11.9455,0.0,4.0,-1.0
0.7873,1.5722,1.8206,1.3941,-0.6085,3.0223,744.226,100.8985,1.645,-0.8028,12.072,0.0,1.0,-10.0
0.7884,1.6601,1.679,-0.0276,3.0186,-0.6824,800.7381,101.1425,1.6319,-0.9629,12.2327,0.0,4.0,-10.0
0.827,1.4961,1.7994,-0.2253,3.0171,-0.7464,822.7724,101.3473,1.614,-1.1259,12.3966,0.0,4.0,-1.0
1.3282,0.8939,1.9219,3.0131,-0.4048,0.0878,819.0643,114.7232,1.5984,-1.2932,12.5647,0.0,2.0,-1.0
0.9994,1.891,1.1638,-0.5393,0.9575,3.026,821.1223,113.4525,1.5625,-1.4544,12.7303,0.0,4.0,-1.0
1.1113,1.8425,1.0145,-0.6353,1.034,3.0455,707.8074,127.6729,1.5256,-1.6006,12.8812,0.0,8.0,-1.0
1.1737,1.8216,0.9362,-0.6781,1.0757,3.0585,408.0191,125.8657,1.506,-1.6774,12.9605,0.0,7.0,-1.0
1.2072,1.8057,0.8905,-0.7043,1.0994,3.0608,196.2452,138.9549,1.5001,-1.7228,13.0064,0.0,5.0,-1.0
1.2431,1.8025,0.8519,-0.7195,1.1218,3.0749,170.2854,150.6982,1.4851,-1.7604,13.0478,0.0,2.0,-1.0
0.7877,1.8432,1.3392,0.0206,1.1695,-0.7187,452.744,149.0885,1.4121,-1.8229,13.1442,0.0,1.0,-10.0
0.7172,1.7951,1.4769,0.1787,0.4494,-0.7107,677.5327,162.232,1.3008,-1.9046,13.2823,0.0,2.0,-10.0
0.6764,1.7131,1.6352,0.4018,0.528,-0.6946,764.7284,174.3363,1.1637,-1.9878,13.4427,0.0,5.0,-10.0
0.7033,1.6137,1.7921,0.6388,0.6075,-0.6642,822.9098,160.2841,1.0089,-2.0458,13.6088,0.0,3.0,-10.0
0.7644,1.5276,1.9358,0.8287,0.6872,-0.6378,749.8777,148.7082,0.8649,-2.0938,13.7607,0.0,6.0,-10.0
0.7942,1.4992,2.0149,0.9239,0.7365,-0.6322,435.4734,162.6554,0.7945,-2.1317,13.8413,0.0,8.0,-10.0
0.8137,1.4849,2.0584,0.9729,0.7644,-0.6291,173.3859,161.5821,0.7557,-2.1524,13.8853,0.0,4.0,-1.0
0.8251,1.4769,2.0793,0.9949,0.7778,-0.627,131.0134,161.4666,0.7362,-2.1611,13.9067,0.0,1.0,-1.0
0.876,1.4453,2.1602,1.0726,0.8306,-0.6174,385.5919,161.6735,0.6587,-2.1918,13.9901,0.0,4.0,-1.0
0.9657,1.4036,2.2877,1.1767,0.9179,-0.6036,640.6448,161.9199,0.5366,-2.2396,14.1212,0.0,4.0,-1.0
1.0878,1.3612,2.4376,1.2709,1.0263,-0.5859,765.0143,149.1407,0.3891,-2.289,14.2769,0.0,3.0,-1.0
1.2086,1.3551,2.5945,1.3601,1.1428,-0.5775,805.8364,163.7117,0.2464,-2.3576,14.4358,0.0,2.0,-1.0
1.3477,1.3573,2.7553,1.4279,1.2636,-0.5659,693.6026,148.4375,0.0943,-2.4184,14.6001,0.0,6.0,-1.0
1.4019,1.3647,2.8174,1.4512,1.3096,-0.5623,421.9719,147.1349,0.0364,-2.4431,14.6633,0.0,7.0,-1.0
1.4357,1.3766,2.8596,1.469,1.3391,-0.5618,216.2125,139.1263,0.0,-2.4645,14.7166,0.0,6.0,-1.0
1.4338,1.3961,2.8703,1.4829,1.3424,-0.5677,121.8821,151.4972,0.0,-2.4845,14.7366,0.0,8.0,-1.0
1.4698,1.4096,2.9141,1.5001,1.3721,-0.5671,132.8109,163.389,-0.0378,-2.5066,14.7911,0.0,2.0,-1.0
1.5502,1.4376,3.0067,1.5311,1.4345,-0.5642,435.7196,161.7129,-0.1207,-2.5489,14.8844,0.0,1.0,-1.0
1.6769,1.4723,3.1398,1.5619,1.5249,-0.5549,669.1663,148.9422,-0.2485,-2.5954,15.0206,0.0,3.0,-1.0
1.8448,1.5425,3.3182,-0.0291,-1.5061,-0.5459,754.8277,134.777,-0.4158,-2.664,15.2014,0.0,3.0,-1.0
1.6233,1.9616,3.4516,-1.439,-0.063,-0.5462,767.0541,134.0471,-0.5294,-2.7339,15.3351,0.0,1.0,-1.0
1.7303,2.0762,3.5908,-1.3843,-0.1036,-0.5523,690.1329,149.0565,-0.6368,-2.8251,15.4762,0.0,8.0,-1.0
1.7875,2.1321,3.6592,-1.3614,-0.1235,-0.5562,360.7516,160.1647,-0.6876,-2.8731,15.5461,0.0,5.0,-1.0
2.6083,2.8425,1.1989,1.1885,1.149,2.8748,-11.6125,-4.1891,0.0,0.0318,15.7063,0.0,0.0,-1.0
2.5586,2.8488,1.2381,1.1713,1.1256,2.8305,253.8502,-22.807,0.063,0.0539,15.7801,0.0,3.0,-1.0
